2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 05:29:58 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:29:58 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:29:58 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:29:58 - write_node                - INFO - N/A - Chunk 59 marked as processed
2025-05-25 05:29:59 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 56 started
2025-05-25 05:30:07 - person_summary            - INFO - 31.381s - Successfully got comment
2025-05-25 05:30:07 - person_summary            - INFO - 31.382s - Chunk 54 processed successfully. Processed 1 person events.
2025-05-25 05:30:07 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 54 started
2025-05-25 05:30:20 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 428). Attempting to fix...
2025-05-25 05:30:20 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:30:20 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 05:30:20 - event_classifier          - INFO - 37.696s - Chunk 55 processed, (1) general events, (1) opinions.
2025-05-25 05:30:20 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 55 started
2025-05-25 05:30:20 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 55 started
2025-05-25 05:30:29 - person_summary            - INFO - 37.220s - Successfully got comment
2025-05-25 05:30:29 - person_summary            - INFO - 37.251s - Chunk 61 processed successfully. Processed 1 person events.
2025-05-25 05:30:29 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 61 started
2025-05-25 05:30:43 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 339). Attempting to fix...
2025-05-25 05:30:43 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:30:43 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 212 (char 211)
2025-05-25 05:30:43 - event_classifier          - INFO - 43.844s - Chunk 56 processed, (1) general events, (1) opinions.
2025-05-25 05:30:43 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 56 started
2025-05-25 05:30:43 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 56 started
2025-05-25 05:30:49 - opinion_scoring           - INFO - 42.238s - Successfully calculated opinion scores
2025-05-25 05:30:49 - opinion_scoring           - INFO - 42.238s - Chunk 54 processed successfully. Processed 1 person events.
2025-05-25 05:30:49 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:30:49 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 84: hotness: expected 0.7849999999999999, got 0.785
2025-05-25 05:30:49 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:30:49 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:30:49 - write_node                - INFO - N/A - Chunk 54 marked as processed
2025-05-25 05:30:49 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 57 started
2025-05-25 05:30:56 - event_scoring             - INFO - 35.779s - Successfully calculated event scores
2025-05-25 05:30:56 - event_scoring             - INFO - 35.780s - Chunk 55 processed successfully. Processed 1 general events.
2025-05-25 05:30:58 - sentiment_analysis        - INFO - 37.562s - Successfully got sentiment score
2025-05-25 05:30:58 - sentiment_analysis        - INFO - 37.562s - Chunk 55 processed successfully. Processed 1 person events.
2025-05-25 05:30:58 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 55 started
2025-05-25 05:30:58 - inconsistency_detection   - INFO - 0.016s - Chunk 55 processed successfully. Processed 1 person events.
2025-05-25 05:30:58 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 55 started
2025-05-25 05:30:58 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 55.
2025-05-25 05:30:58 - person_summary            - INFO - N/A - No sentiment history found for person Barry Loudermilk in chunk 55, generating new.
2025-05-25 05:31:05 - opinion_scoring           - INFO - 35.529s - Successfully calculated opinion scores
2025-05-25 05:31:05 - opinion_scoring           - INFO - 35.529s - Chunk 61 processed successfully. Processed 1 person events.
2025-05-25 05:31:05 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 05:31:05 - write_node                - INFO - N/A - (Stage 3) Scored case
2025-05-25 05:31:05 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:31:05 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:31:05 - write_node                - INFO - N/A - Chunk 61 marked as processed
2025-05-25 05:31:06 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 58 started
2025-05-25 05:31:13 - event_scoring             - INFO - 30.568s - Successfully calculated event scores
2025-05-25 05:31:13 - event_scoring             - INFO - 30.568s - Chunk 56 processed successfully. Processed 1 general events.
2025-05-25 05:31:15 - sentiment_analysis        - INFO - 32.358s - Successfully got sentiment score
2025-05-25 05:31:15 - sentiment_analysis        - INFO - 32.358s - Chunk 56 processed successfully. Processed 1 person events.
2025-05-25 05:31:15 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 56 started
2025-05-25 05:31:15 - inconsistency_detection   - INFO - 0.012s - Chunk 56 processed successfully. Processed 1 person events.
2025-05-25 05:31:15 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 56 started
2025-05-25 05:31:15 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 56.
2025-05-25 05:31:15 - person_summary            - INFO - N/A - No sentiment history found for person Carter in chunk 56, generating new.
2025-05-25 05:31:28 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 411). Attempting to fix...
2025-05-25 05:31:28 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:31:28 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 254 (char 253)
2025-05-25 05:31:28 - event_classifier          - INFO - 38.014s - Chunk 57 processed, (1) general events, (1) opinions.
2025-05-25 05:31:28 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 57 started
2025-05-25 05:31:28 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 57 started
2025-05-25 05:31:35 - person_summary            - INFO - 37.436s - Successfully got comment
2025-05-25 05:31:35 - person_summary            - INFO - 37.436s - Chunk 55 processed successfully. Processed 1 person events.
2025-05-25 05:31:35 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 55 started
2025-05-25 05:31:50 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 387). Attempting to fix...
2025-05-25 05:31:50 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:31:50 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 187 (char 186)
2025-05-25 05:31:50 - event_classifier          - INFO - 44.681s - Chunk 58 processed, (1) general events, (1) opinions.
2025-05-25 05:31:50 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 58 started
2025-05-25 05:31:50 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 58 started
2025-05-25 05:32:01 - person_summary            - ERROR - N/A - Error in refinement process: 'max_length'. Falling back to truncation.
2025-05-25 05:32:01 - person_summary            - INFO - 45.730s - Successfully got comment
2025-05-25 05:32:01 - person_summary            - INFO - 45.730s - Chunk 56 processed successfully. Processed 1 person events.
2025-05-25 05:32:01 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 56 started
2025-05-25 05:32:07 - event_scoring             - INFO - 39.130s - Successfully calculated event scores
2025-05-25 05:32:07 - event_scoring             - INFO - 39.130s - Chunk 57 processed successfully. Processed 1 general events.
2025-05-25 05:32:09 - sentiment_analysis        - INFO - 41.016s - Successfully got sentiment score
2025-05-25 05:32:09 - sentiment_analysis        - INFO - 41.017s - Chunk 57 processed successfully. Processed 1 person events.
2025-05-25 05:32:09 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 57 started
2025-05-25 05:32:09 - inconsistency_detection   - INFO - 0.013s - Chunk 57 processed successfully. Processed 1 person events.
2025-05-25 05:32:09 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 57 started
2025-05-25 05:32:09 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 57.
2025-05-25 05:32:09 - person_summary            - INFO - N/A - No sentiment history found for person Sarah Quillian in chunk 57, generating new.
2025-05-25 05:32:15 - opinion_scoring           - INFO - 39.655s - Successfully calculated opinion scores
2025-05-25 05:32:15 - opinion_scoring           - INFO - 39.656s - Chunk 55 processed successfully. Processed 1 person events.
2025-05-25 05:32:15 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:32:15 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 86: hotness: expected 0.6549999999999999, got 0.655
2025-05-25 05:32:15 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:32:15 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:32:15 - write_node                - INFO - N/A - Chunk 55 marked as processed
2025-05-25 05:32:16 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 51 started
2025-05-25 05:32:23 - event_scoring             - INFO - 32.993s - Successfully calculated event scores
2025-05-25 05:32:23 - event_scoring             - INFO - 32.994s - Chunk 58 processed successfully. Processed 1 general events.
2025-05-25 05:32:25 - sentiment_analysis        - INFO - 34.781s - Successfully got sentiment score
2025-05-25 05:32:25 - sentiment_analysis        - INFO - 34.781s - Chunk 58 processed successfully. Processed 1 person events.
2025-05-25 05:32:25 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 58 started
2025-05-25 05:32:25 - inconsistency_detection   - INFO - 0.012s - Chunk 58 processed successfully. Processed 1 person events.
2025-05-25 05:32:25 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 58 started
2025-05-25 05:32:25 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 58.
2025-05-25 05:32:25 - person_summary            - INFO - N/A - No sentiment history found for person Scott Moskowitz in chunk 58, generating new.
2025-05-25 05:32:31 - opinion_scoring           - INFO - 30.481s - Successfully calculated opinion scores
2025-05-25 05:32:31 - opinion_scoring           - INFO - 30.482s - Chunk 56 processed successfully. Processed 1 person events.
2025-05-25 05:32:31 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:32:31 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:32:31 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:32:31 - write_node                - INFO - N/A - Chunk 56 marked as processed
2025-05-25 05:32:32 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 52 started
2025-05-25 05:32:36 - person_summary            - INFO - 27.831s - Successfully got comment
2025-05-25 05:32:36 - person_summary            - INFO - 27.832s - Chunk 57 processed successfully. Processed 1 person events.
2025-05-25 05:32:36 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 57 started
2025-05-25 05:32:50 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 428). Attempting to fix...
2025-05-25 05:32:50 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:32:50 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 221 (char 220)
2025-05-25 05:32:50 - event_classifier          - INFO - 34.749s - Chunk 51 processed, (1) general events, (1) opinions.
2025-05-25 05:32:50 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 51 started
2025-05-25 05:32:50 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 51 started
2025-05-25 05:32:59 - person_summary            - INFO - 33.706s - Successfully got comment
2025-05-25 05:32:59 - person_summary            - INFO - 33.706s - Chunk 58 processed successfully. Processed 1 person events.
2025-05-25 05:32:59 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 58 started
2025-05-25 05:33:12 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 383). Attempting to fix...
2025-05-25 05:33:12 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:33:12 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 05:33:12 - event_classifier          - INFO - 40.169s - Chunk 52 processed, (1) general events, (1) opinions.
2025-05-25 05:33:12 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 52 started
2025-05-25 05:33:12 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 52 started
2025-05-25 05:33:18 - opinion_scoring           - INFO - 41.834s - Successfully calculated opinion scores
2025-05-25 05:33:18 - opinion_scoring           - INFO - 41.835s - Chunk 57 processed successfully. Processed 1 person events.
2025-05-25 05:33:18 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:33:18 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:33:18 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:33:18 - write_node                - INFO - N/A - Chunk 57 marked as processed
2025-05-25 05:33:19 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 53 started
2025-05-25 05:33:26 - event_scoring             - INFO - 35.399s - Successfully calculated event scores
2025-05-25 05:33:26 - event_scoring             - INFO - 35.399s - Chunk 51 processed successfully. Processed 1 general events.
2025-05-25 05:33:28 - sentiment_analysis        - INFO - 37.214s - Successfully got sentiment score
2025-05-25 05:33:28 - sentiment_analysis        - INFO - 37.215s - Chunk 51 processed successfully. Processed 1 person events.
2025-05-25 05:33:28 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 51 started
2025-05-25 05:33:28 - inconsistency_detection   - INFO - 0.011s - Chunk 51 processed successfully. Processed 1 person events.
2025-05-25 05:33:28 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 51 started
2025-05-25 05:33:28 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 51.
2025-05-25 05:33:28 - person_summary            - INFO - N/A - No sentiment history found for person Tom Carper in chunk 51, generating new.
2025-05-25 05:33:34 - opinion_scoring           - INFO - 35.097s - Successfully calculated opinion scores
2025-05-25 05:33:34 - opinion_scoring           - INFO - 35.097s - Chunk 58 processed successfully. Processed 1 person events.
2025-05-25 05:33:34 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:33:34 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:33:34 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:33:34 - write_node                - INFO - N/A - Chunk 58 marked as processed
2025-05-25 05:33:35 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 50 started
2025-05-25 05:33:42 - event_scoring             - INFO - 29.439s - Successfully calculated event scores
2025-05-25 05:33:42 - event_scoring             - INFO - 29.439s - Chunk 52 processed successfully. Processed 1 general events.
2025-05-25 05:33:43 - sentiment_analysis        - INFO - 31.225s - Successfully got sentiment score
2025-05-25 05:33:43 - sentiment_analysis        - INFO - 31.225s - Chunk 52 processed successfully. Processed 1 person events.
2025-05-25 05:33:43 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 52 started
2025-05-25 05:33:43 - inconsistency_detection   - INFO - 0.012s - Chunk 52 processed successfully. Processed 1 person events.
2025-05-25 05:33:43 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 52 started
2025-05-25 05:33:43 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 52.
2025-05-25 05:33:43 - person_summary            - INFO - N/A - No sentiment history found for person Bill Gates in chunk 52, generating new.
2025-05-25 05:33:59 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 591). Attempting to fix...
2025-05-25 05:33:59 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:33:59 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 318 (char 317)
2025-05-25 05:33:59 - event_classifier          - INFO - 39.689s - Chunk 53 processed, (1) general events, (1) opinions.
2025-05-25 05:33:59 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 53 started
2025-05-25 05:33:59 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 53 started
2025-05-25 05:34:07 - person_summary            - INFO - 39.014s - Successfully got comment
2025-05-25 05:34:07 - person_summary            - INFO - 39.016s - Chunk 51 processed successfully. Processed 1 person events.
2025-05-25 05:34:07 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 51 started
2025-05-25 05:34:21 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 513). Attempting to fix...
2025-05-25 05:34:21 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:34:21 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 278 (char 277)
2025-05-25 05:34:21 - event_classifier          - INFO - 46.871s - Chunk 50 processed, (1) general events, (1) opinions.
2025-05-25 05:34:21 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 50 started
2025-05-25 05:34:21 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 50 started
2025-05-25 05:34:30 - person_summary            - INFO - 46.813s - Successfully got comment
2025-05-25 05:34:30 - person_summary            - INFO - 46.814s - Chunk 52 processed successfully. Processed 1 person events.
2025-05-25 05:34:30 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 52 started
2025-05-25 05:34:37 - event_scoring             - INFO - 38.424s - Successfully calculated event scores
2025-05-25 05:34:37 - event_scoring             - INFO - 38.425s - Chunk 53 processed successfully. Processed 1 general events.
2025-05-25 05:34:39 - sentiment_analysis        - INFO - 40.302s - Successfully got sentiment score
2025-05-25 05:34:39 - sentiment_analysis        - INFO - 40.302s - Chunk 53 processed successfully. Processed 1 person events.
2025-05-25 05:34:39 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 53 started
2025-05-25 05:34:39 - inconsistency_detection   - INFO - 0.013s - Chunk 53 processed successfully. Processed 1 person events.
2025-05-25 05:34:39 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 53 started
2025-05-25 05:34:39 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 53.
2025-05-25 05:34:39 - person_summary            - INFO - N/A - No sentiment history found for person Shelley Moore Capito in chunk 53, generating new.
2025-05-25 05:34:46 - opinion_scoring           - INFO - 38.998s - Successfully calculated opinion scores
2025-05-25 05:34:46 - opinion_scoring           - INFO - 38.998s - Chunk 51 processed successfully. Processed 1 person events.
2025-05-25 05:34:46 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:34:46 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 90: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:34:46 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:34:46 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:34:46 - write_node                - INFO - N/A - Chunk 51 marked as processed
2025-05-25 05:34:46 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 49 started
2025-05-25 05:34:52 - event_scoring             - INFO - 30.411s - Successfully calculated event scores
2025-05-25 05:34:52 - event_scoring             - INFO - 30.411s - Chunk 50 processed successfully. Processed 1 general events.
2025-05-25 05:34:54 - sentiment_analysis        - INFO - 32.318s - Successfully got sentiment score
2025-05-25 05:34:54 - sentiment_analysis        - INFO - 32.318s - Chunk 50 processed successfully. Processed 1 person events.
2025-05-25 05:34:54 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 50 started
2025-05-25 05:34:54 - inconsistency_detection   - INFO - 0.011s - Chunk 50 processed successfully. Processed 1 person events.
2025-05-25 05:34:54 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 50 started
2025-05-25 05:34:54 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 50.
2025-05-25 05:34:54 - person_summary            - INFO - N/A - No sentiment history found for person Alessandro Rizzi in chunk 50, generating new.
2025-05-25 05:35:00 - opinion_scoring           - INFO - 29.759s - Successfully calculated opinion scores
2025-05-25 05:35:00 - opinion_scoring           - INFO - 29.759s - Chunk 52 processed successfully. Processed 1 person events.
2025-05-25 05:35:00 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:35:00 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 91: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:35:00 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:35:00 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:35:00 - write_node                - INFO - N/A - Chunk 52 marked as processed
2025-05-25 05:35:01 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 46 started
2025-05-25 05:35:06 - person_summary            - INFO - 27.521s - Successfully got comment
2025-05-25 05:35:06 - person_summary            - INFO - 27.522s - Chunk 53 processed successfully. Processed 1 person events.
2025-05-25 05:35:06 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 53 started
2025-05-25 05:35:23 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 459). Attempting to fix...
2025-05-25 05:35:23 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:35:23 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 246 (char 245)
2025-05-25 05:35:23 - event_classifier          - INFO - 36.839s - Chunk 49 processed, (1) general events, (1) opinions.
2025-05-25 05:35:23 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 49 started
2025-05-25 05:35:23 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 49 started
2025-05-25 05:35:29 - person_summary            - INFO - 35.394s - Successfully got comment
2025-05-25 05:35:29 - person_summary            - INFO - 35.395s - Chunk 50 processed successfully. Processed 1 person events.
2025-05-25 05:35:29 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 50 started
2025-05-25 05:35:43 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 396). Attempting to fix...
2025-05-25 05:35:43 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:35:43 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 05:35:43 - event_classifier          - INFO - 42.315s - Chunk 46 processed, (1) general events, (1) opinions.
2025-05-25 05:35:43 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 46 started
2025-05-25 05:35:43 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 46 started
2025-05-25 05:35:49 - opinion_scoring           - INFO - 42.833s - Successfully calculated opinion scores
2025-05-25 05:35:49 - opinion_scoring           - INFO - 42.834s - Chunk 53 processed successfully. Processed 1 person events.
2025-05-25 05:35:49 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:35:49 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:35:49 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:35:49 - write_node                - INFO - N/A - Chunk 53 marked as processed
2025-05-25 05:35:50 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 45 started
2025-05-25 05:35:58 - event_scoring             - INFO - 34.871s - Successfully calculated event scores
2025-05-25 05:35:58 - event_scoring             - INFO - 34.871s - Chunk 49 processed successfully. Processed 1 general events.
2025-05-25 05:36:00 - sentiment_analysis        - INFO - 36.669s - Successfully got sentiment score
2025-05-25 05:36:00 - sentiment_analysis        - INFO - 36.669s - Chunk 49 processed successfully. Processed 1 person events.
2025-05-25 05:36:00 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 49 started
2025-05-25 05:36:00 - inconsistency_detection   - INFO - 0.011s - Chunk 49 processed successfully. Processed 1 person events.
2025-05-25 05:36:00 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 49 started
2025-05-25 05:36:00 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 49.
2025-05-25 05:36:00 - person_summary            - INFO - N/A - No sentiment history found for person Alberto Rizzi in chunk 49, generating new.
2025-05-25 05:36:07 - opinion_scoring           - INFO - 37.377s - Successfully calculated opinion scores
2025-05-25 05:36:07 - opinion_scoring           - INFO - 37.378s - Chunk 50 processed successfully. Processed 1 person events.
2025-05-25 05:36:07 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:36:07 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:36:07 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:36:07 - write_node                - INFO - N/A - Chunk 50 marked as processed
2025-05-25 05:36:07 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 44 started
2025-05-25 05:36:15 - event_scoring             - INFO - 32.033s - Successfully calculated event scores
2025-05-25 05:36:15 - event_scoring             - INFO - 32.034s - Chunk 46 processed successfully. Processed 1 general events.
2025-05-25 05:36:17 - sentiment_analysis        - INFO - 33.825s - Successfully got sentiment score
2025-05-25 05:36:17 - sentiment_analysis        - INFO - 33.826s - Chunk 46 processed successfully. Processed 1 person events.
2025-05-25 05:36:17 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 46 started
2025-05-25 05:36:17 - inconsistency_detection   - INFO - 0.012s - Chunk 46 processed successfully. Processed 1 person events.
2025-05-25 05:36:17 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 46 started
2025-05-25 05:36:17 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 46.
2025-05-25 05:36:17 - person_summary            - INFO - N/A - No sentiment history found for person Biden Administration in chunk 46, generating new.
2025-05-25 05:36:37 - event_classifier          - WARNING - N/A - Received invalid JSON response: Invalid control character at: line 8 column 408 (char 629). Attempting to fix...
2025-05-25 05:36:37 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:36:37 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 219 (char 218)
2025-05-25 05:36:47 - person_summary            - INFO - 46.677s - Successfully got comment
2025-05-25 05:36:47 - person_summary            - INFO - 46.678s - Chunk 49 processed successfully. Processed 1 person events.
