2025-05-24 23:00:22 - DBConnector               - INFO - 0.007s - Person not found
2025-05-25 00:14:35 - DBConnector               - INFO - 0.003s - Attitude with fk_topic_id 1 and fk_person_id 17 not found
2025-05-25 00:14:59 - DBConnector               - INFO - 0.031s - Event added with event_id: 81
2025-05-25 00:14:59 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:14:59 - DBConnector               - INFO - 0.028s - Person added with person_id: 65
2025-05-25 00:14:59 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:14:59 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 81
2025-05-25 00:14:59 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 81
2025-05-25 00:14:59 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=62 updated successfully
2025-05-25 00:15:32 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:15:58 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:16:05 - DBConnector               - INFO - 0.031s - Event added with event_id: 82
2025-05-25 00:16:05 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:16:05 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 82
2025-05-25 00:16:05 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 82
2025-05-25 00:16:05 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=60 updated successfully
2025-05-25 00:16:23 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:16:54 - DBConnector               - INFO - 0.021s - Event added with event_id: 83
2025-05-25 00:16:54 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:16:54 - DBConnector               - INFO - 0.023s - Person added with person_id: 66
2025-05-25 00:16:54 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:16:54 - DBConnector               - INFO - 0.030s - Opinion added with opinion_id: 83
2025-05-25 00:16:54 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 83
2025-05-25 00:16:54 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=61 updated successfully
2025-05-25 00:17:09 - DBConnector               - INFO - 0.028s - Event added with event_id: 84
2025-05-25 00:17:09 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:17:09 - DBConnector               - INFO - 0.028s - Person added with person_id: 67
2025-05-25 00:17:09 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:17:09 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 84
2025-05-25 00:17:09 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 84
2025-05-25 00:17:09 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=59 updated successfully
2025-05-25 00:17:17 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:17:40 - DBConnector               - INFO - 0.028s - Event added with event_id: 85
2025-05-25 00:17:40 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:17:40 - DBConnector               - INFO - 0.026s - Person added with person_id: 68
2025-05-25 00:17:40 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:17:40 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 85
2025-05-25 00:17:40 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 85
2025-05-25 00:17:40 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=54 updated successfully
2025-05-25 00:18:11 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:18:35 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:18:42 - DBConnector               - INFO - 0.031s - Event added with event_id: 86
2025-05-25 00:18:42 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:18:42 - DBConnector               - INFO - 0.026s - Person added with person_id: 69
2025-05-25 00:18:42 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:18:42 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 86
2025-05-25 00:18:42 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 86
2025-05-25 00:18:42 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=55 updated successfully
2025-05-25 00:19:00 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:19:26 - DBConnector               - INFO - 0.035s - Event added with event_id: 87
2025-05-25 00:19:27 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:19:27 - DBConnector               - INFO - 0.025s - Person added with person_id: 70
2025-05-25 00:19:27 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:19:27 - DBConnector               - INFO - 0.034s - Opinion added with opinion_id: 87
2025-05-25 00:19:27 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 87
2025-05-25 00:19:27 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=56 updated successfully
2025-05-25 00:19:43 - DBConnector               - INFO - 0.028s - Event added with event_id: 88
2025-05-25 00:19:43 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:19:43 - DBConnector               - INFO - 0.026s - Person added with person_id: 71
2025-05-25 00:19:43 - DBConnector               - INFO - 0.006s - Opinion not found
2025-05-25 00:19:43 - DBConnector               - INFO - 0.035s - Opinion added with opinion_id: 88
2025-05-25 00:19:43 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 88
2025-05-25 00:19:43 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=57 updated successfully
2025-05-25 00:19:51 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:20:13 - DBConnector               - INFO - 0.034s - Event added with event_id: 89
2025-05-25 00:20:13 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:20:13 - DBConnector               - INFO - 0.030s - Person added with person_id: 72
2025-05-25 00:20:13 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:20:13 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 89
2025-05-25 00:20:13 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 89
2025-05-25 00:20:13 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=58 updated successfully
2025-05-25 00:20:45 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:21:07 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:21:14 - DBConnector               - INFO - 0.029s - Event added with event_id: 90
2025-05-25 00:21:14 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:21:14 - DBConnector               - INFO - 0.025s - Person added with person_id: 73
2025-05-25 00:21:14 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:21:14 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 90
2025-05-25 00:21:14 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 90
2025-05-25 00:21:14 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=51 updated successfully
2025-05-25 00:21:30 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:22:00 - DBConnector               - INFO - 0.034s - Event added with event_id: 91
2025-05-25 00:22:00 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:22:00 - DBConnector               - INFO - 0.028s - Person added with person_id: 74
2025-05-25 00:22:00 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:22:00 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 91
2025-05-25 00:22:00 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 91
2025-05-25 00:22:00 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=52 updated successfully
2025-05-25 00:22:11 - DBConnector               - INFO - 0.031s - Event added with event_id: 92
2025-05-25 00:22:11 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:22:11 - DBConnector               - INFO - 0.025s - Person added with person_id: 75
2025-05-25 00:22:11 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:22:11 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 92
2025-05-25 00:22:11 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 92
2025-05-25 00:22:11 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=53 updated successfully
2025-05-25 00:22:21 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:22:43 - DBConnector               - INFO - 0.028s - Event added with event_id: 93
2025-05-25 00:22:43 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:22:43 - DBConnector               - INFO - 0.025s - Person added with person_id: 76
2025-05-25 00:22:43 - DBConnector               - INFO - 0.003s - Opinion not found
2025-05-25 00:22:43 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 93
2025-05-25 00:22:43 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 93
2025-05-25 00:22:43 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=50 updated successfully
2025-05-25 00:23:22 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:23:46 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:23:52 - DBConnector               - INFO - 0.028s - Event added with event_id: 94
2025-05-25 00:23:52 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:23:52 - DBConnector               - INFO - 0.027s - Person added with person_id: 77
2025-05-25 00:23:52 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:23:52 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 94
2025-05-25 00:23:52 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 94
2025-05-25 00:23:52 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=49 updated successfully
2025-05-25 00:24:09 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:24:42 - DBConnector               - INFO - 0.032s - Event added with event_id: 95
2025-05-25 00:24:42 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:24:42 - DBConnector               - INFO - 0.025s - Person added with person_id: 78
2025-05-25 00:24:42 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:24:42 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 95
2025-05-25 00:24:42 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 95
2025-05-25 00:24:42 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=46 updated successfully
2025-05-25 00:24:54 - DBConnector               - INFO - 0.028s - Event added with event_id: 96
2025-05-25 00:24:54 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:24:54 - DBConnector               - INFO - 0.028s - Person added with person_id: 79
2025-05-25 00:24:54 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:24:54 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 96
2025-05-25 00:24:54 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 96
2025-05-25 00:24:54 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=45 updated successfully
2025-05-25 00:25:04 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:25:29 - DBConnector               - INFO - 0.033s - Event added with event_id: 97
2025-05-25 00:25:29 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:25:29 - DBConnector               - INFO - 0.025s - Person added with person_id: 80
2025-05-25 00:25:29 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:25:29 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 97
2025-05-25 00:25:29 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 97
2025-05-25 00:25:29 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=44 updated successfully
2025-05-25 00:26:04 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:26:32 - DBConnector               - INFO - 0.000s - Person not found
2025-05-25 00:26:38 - DBConnector               - INFO - 0.031s - Event added with event_id: 98
2025-05-25 00:26:38 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:26:38 - DBConnector               - INFO - 0.025s - Person added with person_id: 81
2025-05-25 00:26:38 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:26:38 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 98
2025-05-25 00:26:38 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 98
2025-05-25 00:26:38 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=43 updated successfully
2025-05-25 00:26:57 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:27:30 - DBConnector               - INFO - 0.032s - Event added with event_id: 99
2025-05-25 00:27:30 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:27:30 - DBConnector               - INFO - 0.025s - Person added with person_id: 82
2025-05-25 00:27:30 - DBConnector               - INFO - 0.010s - Opinion not found
2025-05-25 00:27:30 - DBConnector               - INFO - 0.031s - Opinion added with opinion_id: 99
2025-05-25 00:27:30 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 99
2025-05-25 00:27:30 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=42 updated successfully
2025-05-25 00:27:45 - DBConnector               - INFO - 0.029s - Event added with event_id: 100
2025-05-25 00:27:45 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:27:45 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 100
2025-05-25 00:27:45 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 100
2025-05-25 00:27:45 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=41 updated successfully
2025-05-25 00:27:54 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:28:17 - DBConnector               - INFO - 0.030s - Event added with event_id: 101
2025-05-25 00:28:17 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:28:17 - DBConnector               - INFO - 0.029s - Person added with person_id: 83
2025-05-25 00:28:17 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:28:17 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 101
2025-05-25 00:28:17 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 101
2025-05-25 00:28:17 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=40 updated successfully
2025-05-25 00:28:53 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:29:22 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:29:29 - DBConnector               - INFO - 0.030s - Event added with event_id: 102
2025-05-25 00:29:29 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:29:29 - DBConnector               - INFO - 0.024s - Person added with person_id: 84
2025-05-25 00:29:29 - DBConnector               - INFO - 0.010s - Opinion not found
2025-05-25 00:29:29 - DBConnector               - INFO - 0.030s - Opinion added with opinion_id: 102
2025-05-25 00:29:29 - DBConnector               - INFO - 0.010s - Opinion found with opinion_id: 102
2025-05-25 00:29:29 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=47 updated successfully
2025-05-25 00:29:48 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:30:21 - DBConnector               - INFO - 0.029s - Event added with event_id: 103
2025-05-25 00:30:21 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:30:21 - DBConnector               - INFO - 0.023s - Person added with person_id: 85
2025-05-25 00:30:21 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:30:21 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 103
2025-05-25 00:30:21 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 103
2025-05-25 00:30:21 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=48 updated successfully
2025-05-25 00:30:39 - DBConnector               - INFO - 0.032s - Event added with event_id: 104
2025-05-25 00:30:39 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:30:39 - DBConnector               - INFO - 0.027s - Person added with person_id: 86
2025-05-25 00:30:39 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:30:39 - DBConnector               - INFO - 0.024s - Opinion added with opinion_id: 104
2025-05-25 00:30:39 - DBConnector               - INFO - 0.009s - Opinion found with opinion_id: 104
2025-05-25 00:30:39 - DBConnector               - INFO - 0.007s - Article chunk with chunk_id=39 updated successfully
2025-05-25 00:30:48 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:31:15 - DBConnector               - INFO - 0.031s - Event added with event_id: 105
2025-05-25 00:31:15 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:31:15 - DBConnector               - INFO - 0.029s - Person added with person_id: 87
2025-05-25 00:31:15 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:31:15 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 105
2025-05-25 00:31:15 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 105
2025-05-25 00:31:15 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=38 updated successfully
2025-05-25 00:31:49 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:32:16 - DBConnector               - INFO - 0.005s - Person not found
2025-05-25 00:32:22 - DBConnector               - INFO - 0.030s - Event added with event_id: 106
2025-05-25 00:32:22 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:32:22 - DBConnector               - INFO - 0.024s - Person added with person_id: 88
2025-05-25 00:32:22 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:32:22 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 106
2025-05-25 00:32:23 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 106
2025-05-25 00:32:23 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=37 updated successfully
2025-05-25 00:32:43 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:33:14 - DBConnector               - INFO - 0.034s - Event added with event_id: 107
2025-05-25 00:33:14 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:33:14 - DBConnector               - INFO - 0.027s - Person added with person_id: 89
2025-05-25 00:33:14 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:33:14 - DBConnector               - INFO - 0.031s - Opinion added with opinion_id: 107
2025-05-25 00:33:14 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 107
2025-05-25 00:33:14 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=36 updated successfully
2025-05-25 00:33:30 - DBConnector               - INFO - 0.029s - Event added with event_id: 108
2025-05-25 00:33:30 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:33:30 - DBConnector               - INFO - 0.030s - Person added with person_id: 90
2025-05-25 00:33:30 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:33:30 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 108
2025-05-25 00:33:30 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 108
2025-05-25 00:33:30 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=35 updated successfully
2025-05-25 00:33:40 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:34:04 - DBConnector               - INFO - 0.030s - Event added with event_id: 109
2025-05-25 00:34:04 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:34:04 - DBConnector               - INFO - 0.026s - Person added with person_id: 91
2025-05-25 00:34:04 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:34:05 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 109
2025-05-25 00:34:05 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 109
2025-05-25 00:34:05 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=34 updated successfully
2025-05-25 00:34:39 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:35:10 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:35:16 - DBConnector               - INFO - 0.031s - Event added with event_id: 110
2025-05-25 00:35:16 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:35:16 - DBConnector               - INFO - 0.027s - Person added with person_id: 92
2025-05-25 00:35:16 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:35:16 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 110
2025-05-25 00:35:16 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 110
2025-05-25 00:35:16 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=29 updated successfully
2025-05-25 00:36:14 - DBConnector               - INFO - 0.031s - Event added with event_id: 111
2025-05-25 00:36:14 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:36:14 - DBConnector               - INFO - 0.025s - Person added with person_id: 93
2025-05-25 00:36:14 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:36:14 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 111
2025-05-25 00:36:14 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 111
2025-05-25 00:36:14 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=28 updated successfully
2025-05-25 00:36:23 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:36:30 - DBConnector               - INFO - 0.031s - Event added with event_id: 112
2025-05-25 00:36:30 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:36:30 - DBConnector               - INFO - 0.025s - Person added with person_id: 94
2025-05-25 00:36:30 - DBConnector               - INFO - 0.006s - Opinion not found
2025-05-25 00:36:30 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 112
2025-05-25 00:36:30 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 112
2025-05-25 00:36:30 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=27 updated successfully
2025-05-25 00:36:38 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:37:40 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:37:47 - DBConnector               - INFO - 0.030s - Event added with event_id: 113
2025-05-25 00:37:47 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:37:47 - DBConnector               - INFO - 0.025s - Person added with person_id: 95
2025-05-25 00:37:47 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:37:47 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 113
2025-05-25 00:37:47 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 113
2025-05-25 00:37:47 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=26 updated successfully
2025-05-25 00:38:10 - DBConnector               - INFO - 0.036s - Event added with event_id: 114
2025-05-25 00:38:10 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:38:11 - DBConnector               - INFO - 0.035s - Person added with person_id: 96
2025-05-25 00:38:11 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:38:11 - DBConnector               - INFO - 0.050s - Opinion added with opinion_id: 114
2025-05-25 00:38:11 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 114
2025-05-25 00:38:11 - DBConnector               - INFO - 0.005s - Article chunk with chunk_id=25 updated successfully
2025-05-25 00:38:44 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:39:11 - DBConnector               - INFO - 0.029s - Event added with event_id: 115
2025-05-25 00:39:11 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:39:11 - DBConnector               - INFO - 0.028s - Person added with person_id: 97
2025-05-25 00:39:11 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:39:11 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 115
2025-05-25 00:39:11 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 115
2025-05-25 00:39:11 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=24 updated successfully
2025-05-25 00:39:20 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:39:39 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:40:12 - DBConnector               - INFO - 0.030s - Event added with event_id: 116
2025-05-25 00:40:12 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:40:12 - DBConnector               - INFO - 0.025s - Person added with person_id: 98
2025-05-25 00:40:12 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:40:12 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 116
2025-05-25 00:40:12 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 116
2025-05-25 00:40:12 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=22 updated successfully
2025-05-25 00:40:31 - DBConnector               - INFO - 0.010s - Found 13 opinions for person_id 2
2025-05-25 00:40:37 - DBConnector               - INFO - 0.031s - Event added with event_id: 117
2025-05-25 00:40:37 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:40:37 - DBConnector               - INFO - 0.025s - Person added with person_id: 99
2025-05-25 00:40:37 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:40:37 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 117
2025-05-25 00:40:37 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 117
2025-05-25 00:40:37 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=21 updated successfully
2025-05-25 00:41:02 - DBConnector               - INFO - 0.032s - Event added with event_id: 118
2025-05-25 00:41:02 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:41:02 - DBConnector               - INFO - 0.026s - Person added with person_id: 100
2025-05-25 00:41:02 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:41:02 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 118
2025-05-25 00:41:02 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 118
2025-05-25 00:41:02 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=20 updated successfully
2025-05-25 00:41:06 - DBConnector               - INFO - 0.005s - Found 13 sentiment records for person_id 2 on topic_id 1
2025-05-25 00:41:06 - DBConnector               - INFO - 0.004s - Attitude with fk_topic_id 1 and fk_person_id 2 not found
2025-05-25 00:41:30 - DBConnector               - INFO - 0.007s - Found 1 opinions for person_id 34
2025-05-25 00:41:30 - DBConnector               - INFO - 0.004s - Found 1 sentiment records for person_id 34 on topic_id 1
2025-05-25 00:41:30 - DBConnector               - INFO - 0.004s - Attitude with fk_topic_id 1 and fk_person_id 34 not found
2025-05-25 00:42:01 - DBConnector               - INFO - 0.006s - Found 1 opinions for person_id 53
2025-05-25 00:42:19 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:42:26 - DBConnector               - INFO - 0.033s - Event added with event_id: 119
2025-05-25 00:42:26 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:42:26 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 119
2025-05-25 00:42:26 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 119
2025-05-25 00:42:26 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=19 updated successfully
2025-05-25 00:42:29 - DBConnector               - INFO - 0.004s - Found 1 sentiment records for person_id 53 on topic_id 1
2025-05-25 00:42:29 - DBConnector               - INFO - 0.003s - Attitude with fk_topic_id 1 and fk_person_id 53 not found
2025-05-25 00:42:36 - DBConnector               - INFO - 0.028s - Event added with event_id: 120
2025-05-25 00:42:36 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:42:36 - DBConnector               - INFO - 0.032s - Opinion added with opinion_id: 120
2025-05-25 00:42:36 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 120
2025-05-25 00:42:36 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=18 updated successfully
2025-05-25 00:43:34 - DBConnector               - INFO - 0.030s - Event added with event_id: 121
2025-05-25 00:43:34 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:43:34 - DBConnector               - INFO - 0.026s - Person added with person_id: 101
2025-05-25 00:43:34 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:43:34 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 121
2025-05-25 00:43:34 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 121
2025-05-25 00:43:34 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=23 updated successfully
2025-05-25 00:43:43 - DBConnector               - INFO - 0.003s - Person not found
